name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Gone,Gone,Blake Rose,6sHxpnCerm9M6A5zaFFNfs,2020-02-07,67,205462,0.317,0.039,0.545,0,0.116,0.14,-6.439,0.0469,139.014,11,5,Sad
Shut The World Out,The Making of a Paracosm,Kasbo,3Up1MsHqcxUVgB2iuqFRq2,2020-10-23,59,268966,0.496,0.0308,0.679,0.00327,0.316,0.224,-6.893,0.0345,105.059,8,4,Sad
Love Is Gone,Love Is Gone,SLANDER,39glqzRVRAy4vq3PqeTGb8,2019-05-10,72,256042,0.452,0.0589,0.465,0.000524,0.095,0.0832,-10.006,0.0344,149.586,4,4,Sad
Good Together,Magical Thinking,Shallou,0HNCtRy85eByDaQI2K92Xn,2020-03-27,56,237133,0.522,0.0483,0.6,0,0.419,0.127,-6.871,0.0447,115.153,8,4,Sad
Sad Songs (& Said The Sky with Annika Wells),ASCEND,ILLENIUM,4pioeMejnqa4T3QAEqwVA3,2019-08-16,57,210423,0.532,0.679,0.571,0,0.109,0.475,-6.291,0.041,144.912,1,4,Sad
Hide and Seek - Don Diablo Edit,Hide and Seek (Don Diablo Edit),Danny Olson,7hQqneQFiXJQOvz6ppQs2y,2020-04-17,54,298064,0.369,0.397,0.452,0,0.0929,0.167,-8.166,0.0464,123.997,6,4,Sad
Cross Your Mind,Cross Your Mind,David Solomon,03F7FL0pcmVT4W8V8pERCH,2021-02-05,55,180992,0.708,0.0192,0.772,7.13e-05,0.145,0.848,-3.863,0.0345,123.986,5,4,Sad
4AM,Strawtown,Jubël,5Wg6cZxFJ1xkaWGNUUuIOc,2020-03-27,53,194195,0.567,0.583,0.698,0.00607,0.111,0.425,-6.281,0.0389,108.108,5,3,Sad
Home,Home,Rave New World,3AvERZJm26CbR8ocBxFJUo,2020-04-09,53,188800,0.386,0.0844,0.66,0,0.379,0.344,-5.763,0.0349,74.067,10,4,Sad
Heart,Heart,OTR,1IQgMSRjsLjVw5VZFeWcC0,2019-04-26,48,195360,0.442,0.0102,0.431,0.000202,0.118,0.0707,-9.007,0.0382,109.128,0,4,Sad
Drown (feat. Au/Ra),A World Away,Ekali,3wDhRYT95uMrYId5wkrDbA,2020-01-24,47,181232,0.33,0.007,0.796,0,0.0609,0.237,-4.987,0.0473,78.968,10,4,Sad
Hurts Sometimes (with Jonathan Mendelsohn),Hurts Sometimes (with Jonathan Mendelsohn),SLANDER,2wwSQbfTJUqNqDch31XUpW,2020-10-23,54,225882,0.249,0.182,0.732,0,0.117,0.328,-6.455,0.104,169.896,1,4,Sad
Homesick (feat. SOUNDR),Homesick (feat. SOUNDR),MitiS,1lypBFGiKyft1PVgNp358Y,2021-02-12,54,328275,0.374,0.246,0.659,0.00104,0.0991,0.151,-5.427,0.0438,173.892,2,4,Sad
blue - Jai Wolf Remix,blue (Jai Wolf Remix),keshi,4FWzhh5B1rowe3qWKId1x3,2021-01-08,44,202666,0.464,0.0909,0.448,8.24e-06,0.198,0.176,-8.116,0.0266,90.082,0,4,Sad
Visions,Visions,Kevin Courtois,7o6njxqSGbrIUIb8WzTe38,2019-08-09,40,183057,0.737,0.193,0.507,4.83e-05,0.117,0.128,-8.336,0.0383,98.016,6,4,Sad
Can't Help Myself,For You,Vincent,13VPw7TPwIGXvQOY7CVeds,2019-02-22,0,280125,0.624,0.523,0.706,0.000979,0.119,0.412,-7.435,0.0353,109.982,10,4,Sad
Just Friends,Just Friends,Daniel Allan,2XLNoz60iPXPnbh4hWWIs7,2020-04-30,41,155675,0.721,0.237,0.605,0,0.402,0.5,-6.773,0.271,147.949,8,4,Sad
Breathe Without,Breathe Without,Nurko,3VHNuIXr0uRzVFsw6kNFPW,2019-01-31,51,226315,0.454,0.531,0.809,3.02e-06,0.137,0.2,-3.333,0.0528,113.635,8,4,Sad
Hard To Say Goodbye (feat. Chloe Angelides),A World Away,Ekali,0PjDVyVAkT8vfWD0pVmpPx,2020-01-24,54,197100,0.546,0.0803,0.764,8.84e-06,0.0971,0.355,-4.641,0.053,152.994,5,4,Sad
Silhouettes,Magical Thinking,Shallou,2ksNrDFXAMk9Y7xKK63Ouu,2020-03-27,47,239346,0.493,0.235,0.673,0.000125,0.231,0.269,-6.404,0.0313,108.028,6,4,Sad
Heartache,Heartache,Sondr,4IDdqBDBCFng8qyQ7ja8YP,2020-05-01,51,191020,0.336,0.0249,0.856,0,0.111,0.392,-6.295,0.352,98.056,11,4,Sad
Using (with Emily Warren) - Syn Cole Remix,Using (Syn Cole Remix),RITUAL,7HnSY7CAnw7FgiSiwVILiz,2019-08-23,52,180000,0.699,0.0621,0.855,0.000164,0.0853,0.5,-3.267,0.036,107.978,0,4,Sad
If I Left The World (feat. MARINA & Model Child),Gravity,Gryffin,5mEdu358hFKpuN4YbJ2ZQy,2019-10-24,51,199918,0.251,0.0782,0.673,0,0.0844,0.262,-5.342,0.076,89.973,3,4,Sad
If You Never Loved Me,The Ace Of You,Autograf,5G8T8JFhuGVG9aOPLaIzIx,2020-10-23,49,222992,0.676,0.0313,0.606,0.00038,0.106,0.113,-5.878,0.0382,123.94,0,4,Sad
Torn,Torn,KOLIDESCOPES,78LzgdgeE4gJyk5pIrs1v0,2020-07-29,41,207214,0.649,0.138,0.758,0.0189,0.179,0.231,-5.599,0.0325,124.025,7,4,Sad
Senseless (feat. Tyler Graves),Find Another Way,Seven Lions,4antEhWfaS40HDDzDw0BFf,2020-03-27,44,189528,0.826,0.0152,0.486,0.0928,0.122,0.512,-10.963,0.0681,126.021,11,4,Sad
Come Back Home,Come Back Home,Petey Martin,5qpEtUsEI1VkG63MNlRrAC,2021-01-08,68,179853,0.598,0.019,0.559,0,0.17,0.19,-5.835,0.0387,122.066,5,4,Sad
Hurricanes,Hurricanes,Ken Loi,0fBkqSsrpoqkLj4kmF6lxa,2019-12-20,47,189090,0.494,0.0691,0.683,4.78e-05,0.202,0.381,-7.417,0.0447,165.039,11,4,Sad
All Your Days,All Your Days,Shallou,2QEBXYzURjg7nY8FjbBcUt,2019-02-28,50,275013,0.537,0.444,0.347,0.00343,0.111,0.0968,-10.245,0.0303,110.011,4,4,Sad
Drowning (feat. Robokid),The Cure To Loneliness,Jai Wolf,581xsEYRp9v1uDLdGSHKw8,2019-04-05,0,270013,0.555,0.137,0.814,0.792,0.303,0.0555,-6.339,0.0307,95.012,11,4,Sad
Cold Summer - Sean Darin Remix,Cold Summer (Remixes),Myon,2evXDtD2q2faHAiESi9LyH,2020-02-21,44,177945,0.539,0.421,0.757,0,0.0908,0.398,-5.461,0.0401,145.955,7,4,Sad
SRY,SRY,MIME,0liqgDxxKqACG9kponhjfn,2020-01-09,37,223826,0.679,0.297,0.729,0,0.117,0.375,-1.724,0.101,115.074,11,4,Sad
Miss Me More,Miss Me More,3LAU,5KQn3B5Zvt6UtYKUuSAunX,2019-09-12,52,191443,0.652,0.0156,0.803,1.95e-05,0.0608,0.52,-5.366,0.0433,97.053,6,4,Sad
"Oh, Miles","Oh, Miles",Lane 8,61Hn9ssQkVEWq4ZmPwHyzd,2021-01-14,63,333870,0.641,0.176,0.726,0.794,0.0972,0.0416,-6.921,0.0381,124.012,2,4,Sad
Bad At Being Alone,Bad At Being Alone,Codeko,3OjsIFbvVKSzChggXzMM8M,2020-05-15,44,219400,0.467,0.0772,0.737,0,0.366,0.128,-4.782,0.0305,149.998,4,4,Sad
Bye Bye (feat. Ivy Adara),Gravity,Gryffin,676eXXtx6I7yxaDfXvMpjK,2019-10-24,58,210351,0.612,0.00548,0.781,0,0.174,0.54,-3.601,0.0931,148.017,4,4,Sad
Broken Ones (with Anna Clendening),ASCEND,ILLENIUM,6tPnAqe6UNeKMoOrruBSEi,2019-08-16,52,198285,0.545,0.148,0.668,0,0.372,0.249,-3.962,0.0906,149.988,7,4,Sad
Half Way Home,Half Way Home,PINES,7pWtm7wDWIoT0TWoqySBy5,2020-03-06,46,177718,0.61,0.0572,0.663,0.0103,0.116,0.125,-5.704,0.0355,120.05,1,5,Sad
The Way We Were,The Way We Were,Bear Grillz,1GCVlnLKCz2ruuUAMxEOJO,2019-11-22,45,195428,0.557,0.512,0.684,0,0.157,0.125,-4.695,0.0542,139.857,0,4,Sad
Keep Waiting,Keep Waiting,King Henry,1BLEBmtsO40MUEFsr1TaFD,2020-10-23,39,289071,0.494,0.503,0.368,0.25,0.0947,0.109,-13.349,0.0395,113.01,11,4,Sad
Into You,Into You,Matisse & Sadko,2PhlrsYp7TSkK96ngbmL38,2017-12-08,52,161538,0.553,0.0336,0.687,0,0.125,0.278,-6.4,0.034,156.0,8,4,Sad
Better Apart (feat. Dresage),Better Apart (feat. Dresage),Jai Wolf,0k4yUonDEAqoIw3xL2XMVC,2019-03-29,0,234986,0.49,0.0134,0.702,5.36e-05,0.104,0.259,-4.564,0.026,149.974,4,4,Sad
Lonely (with Chandler Leighton),ASCEND,ILLENIUM,2tPzQueGEjxjmBvJrYe02u,2019-08-16,55,270967,0.451,0.597,0.402,3.77e-06,0.294,0.129,-4.63,0.0286,92.93,9,4,Sad
What’s Done Is Done,Find Another Way,Seven Lions,00EFWaqXnHZ5smJNsHtnGV,2020-03-27,51,290823,0.394,0.422,0.745,0.000872,0.098,0.193,-6.149,0.0451,170.017,8,4,Sad
Deep End,Deep End,William Black,21UciS9u65KNCmrNXAToxK,2021-02-19,58,208421,0.63,0.0991,0.706,0,0.119,0.215,-5.989,0.0289,114.028,5,4,Sad
Stay,Stay,Cryosis,2fVhMWGxQSBjV2YLUhOGR1,2019-10-04,0,214539,0.572,0.00253,0.475,2.75e-05,0.111,0.309,-8.531,0.0275,139.928,8,4,Sad
Shipwreck,Shipwreck,Otherwise Fine,06AuNyqPNwKBvZ7a0G6rZP,2021-02-19,38,176835,0.574,0.117,0.844,0.129,0.151,0.0743,-8.513,0.0398,128.025,7,4,Sad
Long Way Home,Long Way Home,Tritonal,4RdZfdkgW1OmkajhvcOxA1,2020-01-17,54,214153,0.511,0.0461,0.795,0,0.138,0.415,-3.901,0.0509,129.855,6,4,Sad
Losing Focus,Losing Focus,Marc Benjamin,11NiMOI4g4VnTAi5qqTCA7,2020-11-06,58,150967,0.811,0.0636,0.511,0.0112,0.143,0.47,-7.586,0.033,124.035,6,4,Sad
Meaningless,Meaningless,Charlotte Cardin,3hEP7OMePmKx20LuNQP45q,2021-02-12,56,217493,0.648,0.18,0.491,0,0.411,0.123,-7.117,0.0957,123.992,7,4,Sad
Keys,Becoming,Feather,1Hq7TRfVL9Rk3z3ddjmiNr,2021-01-13,36,237966,0.603,0.00732,0.736,0.0114,0.115,0.228,-5.644,0.0419,118.021,5,4,Sad
Can't Erase,Can't Erase,Nause,3Ng3o442KePLsUOPwql6W7,2019-12-13,46,170078,0.565,0.0248,0.674,8.68e-06,0.105,0.254,-6.098,0.0463,127.046,8,4,Sad
Out Of Touch - Edit,Out Of Touch,Lastlings,3Q7cF0uvDhoorWDWpsg024,2020-10-29,39,212849,0.654,0.0239,0.81,0.579,0.502,0.263,-6.344,0.032,124.031,9,4,Sad
My Feelings,My Feelings,Serhat Durmus,0QnICpnSkCXY4d4zfYA2bB,2021-02-19,62,207692,0.612,0.381,0.542,0.000565,0.0977,0.0745,-6.916,0.0632,129.773,1,4,Sad
"Read All About It, Pt. III","Read All About It, Pt. III",Stefan Biniak,2eMGnjkOcyw0g8qZ84BE6j,2020-03-13,54,194574,0.668,0.309,0.669,0.00167,0.122,0.51,-5.966,0.0685,119.974,6,4,Sad
Fall,Fall,Medii,2hnLPBk8Chlfam7qwnJ7Uo,2019-07-12,41,202000,0.405,0.0006,0.543,0,0.0956,0.365,-8.47,0.0333,180.222,5,4,Sad
Without Me - ILLENIUM Remix,Without Me (ILLENIUM Remix),Halsey,4bw3ZyWA1ui0Adu285NWDl,2018-11-30,61,248906,0.639,0.483,0.71,2.22e-06,0.219,0.373,-3.358,0.0479,136.004,6,4,Sad
You & Me,You & Me,David Dann,5nrWWX2fiR6tsoHVuCE73U,2020-10-08,50,202626,0.762,0.355,0.676,0.345,0.11,0.759,-7.193,0.0662,119.964,3,4,Sad
Feel Better,Feel Better,Calippo,3ShXxpDlExYyFNQunQyUOG,2019-09-20,42,187804,0.677,0.0845,0.802,0.0186,0.223,0.688,-5.388,0.107,123.008,11,4,Sad
Just For A Moment (feat. Iselin),Just For A Moment (feat. Iselin),Gryffin,6p5I3DD3bVAJXjz0N0fIVN,2018-06-22,0,254556,0.539,0.0169,0.778,6.68e-06,0.276,0.42,-6.32,0.0612,143.988,1,4,Sad
Time To Say Goodbye (feat. Maria Mathea),Time To Say Goodbye (feat. Maria Mathea),Justus,6NJ2cKbAH7XGzYnhWXW1ue,2020-05-08,52,184441,0.337,0.109,0.728,0.139,0.249,0.172,-5.298,0.0286,125.963,5,4,Sad
Jessie (I Miss You),Jessie (I Miss You),Fred again..,2BMtVVQPrhMR3bIoiFhwpQ,2020-10-12,53,197748,0.638,0.522,0.541,0.00104,0.128,0.223,-9.043,0.313,103.031,6,4,Sad
Playing With My Heart,Playing With My Heart,Besomorph,3hMpunBF4cTJybNRSBMU3t,2021-03-05,63,164516,0.713,0.293,0.675,0,0.119,0.167,-6.46,0.205,123.998,3,4,Sad
Temper Temper (feat. ONR),Temper Temper (feat. ONR),Sander van Doorn,4muUXLYIrhCXtFsPogjIcn,2020-10-23,51,213571,0.639,0.0146,0.788,0.348,0.651,0.399,-6.965,0.0545,125.955,11,4,Sad
Falls (feat. Sasha Sloan),A Moment Apart (Deluxe Edition),ODESZA,3jYmQk6u6naf6aCZKXp8L4,2018-11-30,48,232936,0.293,0.0396,0.696,0.000119,0.135,0.179,-6.036,0.126,160.953,6,4,Sad
Sinn,Sinn,Leo Garske,7CjtZKbNK4uuA4aV9tydqZ,2020-04-17,29,201599,0.686,0.123,0.529,0.00174,0.155,0.313,-9.699,0.0457,100.046,6,4,Sad
Won't Give Up,Won't Give Up,Grant,4GQ27sK6S5rRnlPmWmlVmz,2021-03-16,47,179586,0.618,0.283,0.627,0,0.143,0.403,-5.862,0.0776,144.824,0,4,Sad
For The First Time,The World Below (Inspired by 'The Outlaw Ocean' a book by Ian Urbina),tyDi,6FOkigXds5eFCnNwv7E6qW,2020-04-03,29,210000,0.551,0.12,0.668,3.67e-06,0.16,0.196,-7.077,0.0447,144.012,6,4,Sad
Heart Will Follow,Heart Will Follow,Alex Kunnari,4Z0KdXS7mzvh7MK36ZG9Pq,2019-11-01,48,216406,0.533,0.061,0.797,0.0154,0.168,0.447,-4.989,0.032,131.994,9,4,Sad
Known You Before (with Emilie Brandt),Known You Before (with Emilie Brandt),Jason Ross,46EA3tB2G4GrOMhDie094Q,2019-12-06,41,219400,0.412,0.0137,0.671,3.35e-06,0.192,0.112,-6.545,0.0563,128.174,7,4,Sad
Tell Me Why (feat. Malika),Tell Me Why (feat. Malika),KRANE,4qn6PMARJ4dOaDzEVEcbWP,2019-08-16,35,165600,0.536,0.718,0.591,0.0019,0.113,0.293,-6.233,0.0597,100.055,0,4,Sad
Way Out,Way Out,Nora Van Elken,6CO3fQyH8y4r3M9N7XUGVN,2021-03-05,51,161538,0.593,0.0738,0.896,0,0.167,0.548,-4.785,0.19,106.041,8,4,Sad
Over You (feat. Frida Sundemo),Places We Don't Know,Kasbo,74R4tYIQIn0slsnvqSCJRK,2018-03-23,49,233739,0.541,0.0187,0.702,0.0022,0.0788,0.079,-6.884,0.0362,115.01,0,4,Sad
Never Leave Me (feat. Joe Janiak),TIM,Avicii,7zGEU6BXl2c4TxpzIAr7BI,2019-06-06,59,171726,0.629,0.303,0.662,0,0.0762,0.45,-5.581,0.0939,82.368,4,4,Sad
Invisible Dress - Maro Music x Skytech Remix - Short Edit,Invisible Dress (Maro Music x Skytech Remix),sanah,5ihUSA58Ykw7ZPR0aRyMCX,2020-12-11,51,147000,0.721,0.469,0.871,1.37e-05,0.133,0.731,-5.831,0.242,120.148,1,4,Sad
Every Piece Of Me (with Echos),ASCEND,ILLENIUM,3cBbeY7DCckx8eEQ70AM5y,2019-08-16,48,223404,0.343,0.514,0.321,0.000505,0.232,0.44,-9.53,0.0357,119.096,7,5,Sad
You Don't Even Know Me,Monstercat Uncaged Vol. 6,Monstercat,3OsCxc7lvB2u9WZMGO69DF,2019-02-21,35,226000,0.566,0.00243,0.903,8.31e-05,0.0996,0.0406,-0.484,0.0385,150.074,4,4,Sad
Emotion,Love Lost - EP,Hazey Eyes,5Rnv9hVUuyc5Q7jiFRHRwm,2019-03-01,48,204525,0.736,0.886,0.446,0.0137,0.075,0.231,-9.437,0.0571,106.046,11,4,Sad
Go,Go / Coming Down,Maduk,6LmNEPZWhYAyz9jZHaW3sj,2019-02-25,45,247135,0.457,0.00556,0.926,0.000167,0.243,0.15,-3.259,0.0403,174.032,7,4,Sad
Stay (feat. Karen Harding),Stay (feat. Karen Harding),Le Youth,7eNF3i7lHKtRwlvMfbNu9M,2018-11-15,53,209920,0.744,0.0499,0.727,0,0.186,0.596,-5.163,0.0877,120.105,6,4,Sad
Not The One,Not The One,Prince Fox,4I9q0Esg9W3BuZ5YmikClu,2019-10-11,34,225517,0.656,0.0499,0.66,1.2e-06,0.152,0.594,-6.516,0.0312,116.043,5,4,Sad
Pray (feat. Kameron),ASCEND,ILLENIUM,61sor95BL63MCvZYgKK8KM,2019-08-16,54,295890,0.487,0.131,0.694,1.46e-05,0.106,0.287,-4.049,0.0397,145.919,10,4,Sad
Would You Understand (feat. Carly Paige),Would You Understand (feat. Carly Paige),3LAU,15SbvdiJ46LESbIjVYg8z7,2019-01-04,43,210000,0.701,0.178,0.722,0.000494,0.177,0.206,-6.025,0.0486,112.021,6,4,Sad
Terrified,"Unfortunately, Terror Jr",Terror Jr,0tCD4um9Mbqli92icIS3Jo,2019-01-25,48,178298,0.897,0.353,0.449,4.31e-06,0.122,0.631,-9.353,0.0921,115.959,7,4,Sad
Lie (Le Youth Remix),Lie (Le Youth Remix),Shallou,0utSnGPZthEAuKH2kUfTcj,2018-06-29,36,218538,0.72,0.138,0.736,0.00383,0.201,0.591,-6.568,0.146,119.005,5,4,Sad
Diving Out Of Love,Diving Out Of Love,Above & Beyond,6C6fuCnY3980ZJS8sSuJWd,2020-10-07,43,247272,0.478,0.0669,0.885,0.566,0.347,0.214,-7.595,0.0319,131.963,1,4,Sad
Love Me Like You Used To,Redux 003,Kaskade,6RmwFnIqU3Po2QNbTxmEIT,2019-05-10,47,168766,0.624,0.156,0.65,0,0.238,0.0702,-6.209,0.106,103.998,6,4,Sad
Hate Being Alone,Hate Being Alone,SLANDER,3EVwNrVchN0ohZAe9j03C3,2018-11-29,46,236832,0.501,0.0132,0.969,5.15e-06,0.139,0.17,-2.011,0.353,74.767,7,4,Sad
Issues (feat. Bianca Linta),Issues (feat. Bianca Linta),Kastra,495jk9oBPY234ZZtNXzQhj,2019-11-22,42,172521,0.708,0.0207,0.9,5.94e-06,0.153,0.347,-3.255,0.0784,120.981,0,4,Sad
Take You Down,ASCEND,ILLENIUM,6f1oG9hTx3NETgV6q4rkw5,2019-08-16,56,221398,0.275,0.396,0.657,0.000148,0.305,0.219,-3.9,0.0431,169.638,11,4,Sad
On My Own - Bishu Remix,Lucid (The Remixes),Lookas,2lxABaTopA3eLW78gm6TnP,2018-07-11,32,194307,0.652,0.255,0.917,2.01e-05,0.463,0.489,-3.502,0.0492,129.961,7,4,Sad
History Of Us,History Of Us,Different Heaven,5kNxGADCvh8c1Yiarvojnl,2019-11-01,34,218181,0.668,0.335,0.815,1.39e-06,0.302,0.222,-3.998,0.131,110.016,9,4,Sad
I Know What You Did Last Night,I Know What You Did Last Night,Sondr,3I01m93aRazZUj4BRjMntw,2020-10-09,33,172029,0.701,0.035,0.846,0.00624,0.0956,0.434,-5.787,0.0555,126.028,9,4,Sad
Missing You,Missing You,FR!ES,0DuZMXIz67N75PijSWwe7k,2021-02-19,60,149062,0.793,0.228,0.573,0.00165,0.118,0.422,-6.833,0.0633,127.96,5,4,Sad
Visions,Visions,Lane 8,4TANuW9cpKCGqH499rr9re,2019-01-31,0,261120,0.516,0.182,0.888,0.766,0.0983,0.0394,-10.282,0.0328,124.989,8,4,Sad
Should Have Seen It Coming,Should Have Seen It Coming,Franky Wah,5XU99uJiaZIlfy1ID23veH,2021-02-04,55,238072,0.4,0.228,0.87,0.0105,0.319,0.0582,-5.749,0.0439,119.991,3,4,Sad
Everlong (Seth Vogt Remix),Everlong (Seth Vogt Remix),Boyce Avenue,2CnJNz05lmjgcdJJzOZSOQ,2020-04-23,34,258240,0.593,0.0547,0.817,0.0266,0.234,0.198,-7.142,0.0302,124.957,11,4,Sad
I Don't Wanna Know,I Don't Wanna Know,Friendzone,7BNVTdnnoMPzj8URWmmGMU,2021-02-25,47,202135,0.602,0.0233,0.763,0,0.0938,0.348,-3.776,0.059,103.044,5,4,Sad
Can't Forget You,Can't Forget You,Briron Gauri,726GMkrLFseCdHebF8LdVU,2021-02-19,41,166977,0.811,0.598,0.524,0,0.105,0.304,-7.038,0.0324,109.979,7,4,Sad
Sound of Walking Away,Awake,ILLENIUM,5WggjuxMubr94bo33Aan4K,2017-09-21,56,253333,0.345,0.075,0.79,0.000165,0.101,0.208,-2.761,0.065,179.849,2,4,Sad
Forget You,Aura,Lemon & Herb,5aFD0QPy4BQqUq39l0o5HD,2020-10-30,52,288880,0.73,0.096,0.398,0.0458,0.0933,0.419,-13.638,0.0465,121.944,11,4,Sad
I Don't Wanna Know,I Don't Wanna Know,Silience,33VTOL8M86sq1qJOL6rNIm,2020-05-29,8,180522,0.749,0.235,0.728,0.0125,0.39,0.538,-8.029,0.0503,119.995,11,4,Sad
Closer,Closer,Kaskade,4HGi3uJg4OTWHQs6TkYAFb,2021-01-26,61,280527,0.691,0.0616,0.882,0.837,0.0719,0.163,-5.111,0.0537,127.986,11,4,Sad
Where Does Love Go,Where Does Love Go,Synymata,3VUwjqEHajKn7LXUAbQU4z,2021-02-26,40,263294,0.463,0.079,0.568,0.000112,0.785,0.0532,-5.475,0.0519,170.067,7,4,Sad
"Affliction (Tiësto & Zaxx, feat. Olivera)",Ninjawerks (Vol.1),Various Artists,3p7KP0WUSpQf5r2xtkws1F,2018-12-14,39,331498,0.498,0.00916,0.573,0.014,0.146,0.0738,-6.757,0.0469,139.913,8,4,Sad
Somebody,Somebody,GATTÜSO,71zdPpuyAVQm7OcXZ4o6Nv,2021-02-19,53,190160,0.666,0.000496,0.898,6.62e-05,0.0638,0.252,-5.257,0.0417,124.972,7,4,Sad
Leave,WE ARE DEADBEATS (Vol. 3),Various Artists,1BpXUxcpOk9Dh0acKAxfpN,2018-11-30,38,241720,0.453,0.00118,0.736,0.11,0.373,0.091,-8.651,0.0538,139.966,9,4,Sad
Underwater,SOLACE,RÜFÜS DU SOL,5ZvHcR4OSwvEV5IhigbTOT,2018-10-19,66,349293,0.611,0.019,0.809,0.0185,0.114,0.428,-6.63,0.0342,118.003,6,4,Sad
Poison For Lovers,Glorious,ARTY,7HerYPWrex5mg6w9FiK0wk,2015-10-09,54,300506,0.538,0.108,0.683,0.29,0.149,0.0578,-7.863,0.0412,159.902,5,4,Sad
Somebody,Sick Boy...Side Effects,The Chainsmokers,6mWDwN58PgiPiDXkfSfB4J,2018-07-27,0,223146,0.532,0.186,0.616,0,0.0928,0.292,-7.074,0.0328,101.883,10,4,Sad
Bad Trip (feat. ØZMA),Bad Trip (feat. ØZMA),LVNDSCAPE,5cVy2DttzbtldeYPPmsUr6,2021-03-12,54,190497,0.664,0.0072,0.666,0.00172,0.128,0.481,-8.15,0.0352,124.015,6,4,Sad
I Don't Like Anyone,I Don't Like Anyone,Kyle Watson,27QYBjA3j95pihdoVyJh1R,2020-10-05,41,198000,0.778,0.108,0.653,0.11,0.373,0.512,-7.196,0.104,124.014,8,4,Sad
Believe,FUTURE (Deluxe Edition),Don Diablo,2SarJa9ShYlxXMm3YPTmdP,2018-02-09,40,217016,0.498,0.328,0.755,0,0.143,0.442,-4.862,0.0776,123.63,7,4,Sad
Radio Silence,Radio Silence,R3HAB,6Wosx2euFPMT14UXiWudMy,2018-08-03,40,138913,0.603,0.025,0.723,0,0.0824,0.382,-5.89,0.0454,114.975,9,4,Sad
All I've Got - Mathame Remix,All I've Got (Mathame Remix),RÜFÜS DU SOL,7HYKSR9u50fzaDF3DCI5kO,2019-08-09,34,450463,0.578,0.0225,0.653,0.65,0.0801,0.0372,-11.451,0.0414,127.016,4,4,Sad
Where'd U Go,Awake,ILLENIUM,2oL0HIuo0cxIycDtJWbpuN,2017-09-21,56,184556,0.464,0.0302,0.637,3.37e-05,0.0876,0.281,-4.37,0.0694,186.1,2,4,Sad
Here on My Own,Here on My Own,Swardy,3jbm6LQn2wgRPBAEFqU8Hu,2018-07-27,41,350260,0.793,0.131,0.51,0.861,0.0681,0.433,-8.88,0.039,120.003,1,4,Sad
It's Not About You,It's Not About You,Marcus Santoro,3leIqxLdTlukiuQVrE9B42,2021-02-19,36,205161,0.628,0.0193,0.932,0.000116,0.362,0.353,-5.446,0.0408,123.961,8,4,Sad
I Was Wrong - Robin Schulz Remix,I Was Wrong (Remixes),A R I Z O N A,4RNpfZR9Zm7efzuMghkPKb,2016-10-13,48,220677,0.653,0.371,0.762,0.00687,0.0951,0.526,-7.111,0.0506,117.977,6,4,Sad
Good Enough (Michael Brun x The Ready Set),Good Enough (Michael Brun x The Ready Set),The Ready Set,1JlNnlac0f4LWYaLVFB2ue,2016-05-20,0,213112,0.683,0.00937,0.61,0.00254,0.327,0.428,-5.203,0.0344,125.984,5,4,Sad
Drive (feat. Delilah Montagu) - Edit,Drive (feat. Delilah Montagu),Black Coffee,6X7PK2UQMUU36ux9pynSkV,2018-08-24,48,191258,0.719,0.00124,0.79,0.0443,0.0786,0.425,-8.765,0.038,118.017,11,4,Sad
You Owe Me,Sick Boy,The Chainsmokers,3CgTgHLI8qHAqLoZkz1BdQ,2018-12-14,59,190013,0.675,0.222,0.445,0,0.231,0.348,-8.317,0.0394,89.98,6,4,Sad
Innerbloom,Bloom,RÜFÜS DU SOL,5rpx047aanR0h9Rfp1wgBB,2016-01-22,66,578040,0.729,0.125,0.72,0.353,0.178,0.0388,-6.69,0.0371,122.015,3,4,Sad
dominique,acts of rebellion,Ela Minus,4RYeyNZ7ZlMJqVhoJTvMgp,2020-10-23,47,234382,0.703,0.0203,0.819,0.782,0.0712,0.468,-6.579,0.0553,100.997,11,4,Sad
Thing Called Love - Mat Zo Remix,Thing Called Love (feat. Richard Bedford),Above & Beyond,6ZMispBwuCuGnQcGbDplUw,2011,0,512839,0.721,0.0284,0.677,0.76,0.091,0.727,-7.436,0.0736,128.015,6,4,Sad
I Miss You (feat. Julia Michaels) - Kryder Remix,I Miss You (feat. Julia Michaels),Clean Bandit,7hzXlxuimQvYSpr5XOSOFK,2018-02-16,36,310828,0.792,0.00167,0.744,0.11,0.0752,0.587,-5.696,0.0666,124.002,10,4,Sad
Don’t Leave,Worlds Apart,Seven Lions,1QbbNXFnzqBH0NKULhkgsJ,2014-04-29,42,362040,0.524,0.00314,0.736,0.000765,0.303,0.324,-6.488,0.037,131.979,11,4,Sad
Concrete Angel (Radio Edit) (feat. Christina Novelli),Concrete Angel,Gareth Emery,0emkFigRCrQnsaOOnhtoFY,2012-03-16,44,235024,0.631,0.0107,0.893,0.00632,0.147,0.548,-5.123,0.0411,130.015,7,4,Sad
Fix You,X&Y,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,83,295533,0.209,0.164,0.417,0.00196,0.113,0.124,-8.74,0.0338,138.178,3,4,Sad
